,Year,Neighborhood,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,11th Most Common Venue,12th Most Common Venue,13th Most Common Venue,14th Most Common Venue,15th Most Common Venue,16th Most Common Venue,17th Most Common Venue,18th Most Common Venue,19th Most Common Venue,20th Most Common Venue
0,2017,Allerton,Pizza Place,Fried Chicken Joint,Donut Shop,Sandwich Place,Caribbean Restaurant,Deli / Bodega,Fast Food Restaurant,Pharmacy,Supermarket,Bar,Convenience Store,Discount Store,Construction & Landscaping,Diner,Basketball Court,Metro Station,Mexican Restaurant,Mobile Phone Shop,Bike Trail,Breakfast Spot
1,2017,Annadale,Restaurant,Trail,Pizza Place,Diner,Food,Park,Train Station,Home Service,Liquor Store,Elementary School,Sushi Restaurant,American Restaurant,Deli / Bodega,Cosmetics Shop,Fish Market,Factory,Falafel Restaurant,Farm,Farmers Market,Dance Studio
2,2017,Arden Heights,Park,Bus Stop,Sushi Restaurant,Trail,Liquor Store,Pizza Place,Coffee Shop,Mexican Restaurant,Sandwich Place,Spa,Pharmacy,Dog Run,Construction & Landscaping,Business Service,Food,Bank,Italian Restaurant,Shopping Mall,Optical Shop,Farmers Market
3,2017,Arlington,Bus Stop,Hardware Store,American Restaurant,Coffee Shop,Snack Place,Donut Shop,Fast Food Restaurant,Comic Shop,Discount Store,Convenience Store,Bar,Nightlife Spot,Department Store,Wings Joint,Rental Service,Deli / Bodega,Fish & Chips Shop,Falafel Restaurant,Farm,Farmers Market
4,2017,Arrochar,Bus Stop,Italian Restaurant,Beach,Baseball Field,Sandwich Place,Steakhouse,Outdoors & Recreation,Park,Government Building,Middle Eastern Restaurant,Mediterranean Restaurant,Bagel Shop,Pizza Place,Historic Site,Home Service,Polish Restaurant,Supermarket,Hotel,Deli / Bodega,Design Studio
5,2017,Arverne,Surf Spot,Beach,Donut Shop,Sandwich Place,Bus Stop,Deli / Bodega,Wine Shop,Chinese Restaurant,Farmers Market,Caribbean Restaurant,Bank,Taco Place,Thai Restaurant,Gas Station,Pizza Place,Playground,Metro Station,Harbor / Marina,Home Service,Gym / Fitness Center
6,2017,Astoria,Greek Restaurant,Bar,Pizza Place,Middle Eastern Restaurant,Grocery Store,Coffee Shop,Bakery,Italian Restaurant,Burger Joint,Seafood Restaurant,Dessert Shop,Gourmet Shop,Bagel Shop,Pub,Sandwich Place,Mediterranean Restaurant,Thai Restaurant,Wine Shop,Gym,Ice Cream Shop
7,2017,Astoria Heights,Bus Station,Airport Service,Rental Car Location,Donut Shop,Park,Bar,Hotel,Convenience Store,Italian Restaurant,Deli / Bodega,Furniture / Home Store,Pizza Place,Supermarket,Café,Discount Store,Greek Restaurant,Bakery,Moving Target,Dessert Shop,Sushi Restaurant
8,2017,Auburndale,Korean Restaurant,Greek Restaurant,Pizza Place,Ice Cream Shop,Pharmacy,Chinese Restaurant,Cosmetics Shop,Bank,Donut Shop,Mobile Phone Shop,Italian Restaurant,Bar,Pet Store,Diner,Liquor Store,Sandwich Place,Café,Sushi Restaurant,Juice Bar,Modern Greek Restaurant
9,2017,Bath Beach,Pizza Place,Bank,Japanese Restaurant,Chinese Restaurant,Bakery,Sushi Restaurant,Italian Restaurant,Bubble Tea Shop,Cantonese Restaurant,Coffee Shop,Fast Food Restaurant,Supplement Shop,Dessert Shop,Asian Restaurant,Donut Shop,Mobile Phone Shop,Gourmet Shop,Spa,Malay Restaurant,Shanghai Restaurant
10,2017,Battery Park City,Park,Coffee Shop,Hotel,Gym / Fitness Center,Gym,Memorial Site,Plaza,Burger Joint,Scenic Lookout,Steakhouse,Shopping Mall,Sandwich Place,New American Restaurant,Pizza Place,Playground,Food Court,Gourmet Shop,American Restaurant,Italian Restaurant,Grocery Store
11,2017,Bay Ridge,Pizza Place,Spa,Italian Restaurant,Bagel Shop,Chinese Restaurant,Bar,Coffee Shop,American Restaurant,Greek Restaurant,Diner,Bakery,Cocktail Bar,Sandwich Place,Indian Restaurant,Department Store,Cosmetics Shop,Lebanese Restaurant,Middle Eastern Restaurant,Grocery Store,Japanese Restaurant
12,2017,Bay Terrace,Italian Restaurant,Donut Shop,Pizza Place,Clothing Store,Bus Stop,Women's Store,Cosmetics Shop,Chinese Restaurant,Supermarket,Bank,Harbor / Marina,Kids Store,Shopping Mall,Martial Arts Dojo,Shipping Store,Shoe Store,Home Service,Mobile Phone Shop,American Restaurant,Gym
13,2017,Baychester,Clothing Store,Pizza Place,Pharmacy,Donut Shop,Bus Station,Department Store,Mobile Phone Shop,Supermarket,Discount Store,Accessories Store,Shopping Mall,Fried Chicken Joint,Kids Store,Mexican Restaurant,Bakery,Bagel Shop,Spanish Restaurant,Chinese Restaurant,Shoe Store,Sandwich Place
14,2017,Bayside,Pizza Place,American Restaurant,Pharmacy,Sandwich Place,Sushi Restaurant,Bar,Mobile Phone Shop,Bakery,Korean Restaurant,Asian Restaurant,Italian Restaurant,Indian Restaurant,Thai Restaurant,Mexican Restaurant,Bagel Shop,Bank,Burger Joint,Chinese Restaurant,Coffee Shop,Supplement Shop
15,2017,Bayswater,Grocery Store,Park,Chinese Restaurant,Auto Dealership,Pizza Place,Playground,Home Service,Hardware Store,Other Great Outdoors,Food Court,Food Stand,French Restaurant,Exhibit,Eye Doctor,Factory,Falafel Restaurant,Fountain,Farm,Food Truck,Farmers Market
16,2017,Bedford Park,Pizza Place,Park,Diner,Deli / Bodega,Donut Shop,Baseball Field,Mexican Restaurant,Sandwich Place,Coffee Shop,Bus Station,Bank,Botanical Garden,Gym,Spanish Restaurant,Grocery Store,Supermarket,Garden,Discount Store,Café,Chinese Restaurant
17,2017,Bedford Stuyvesant,Coffee Shop,Café,Pizza Place,Bar,Wine Shop,Deli / Bodega,Caribbean Restaurant,Mexican Restaurant,Chinese Restaurant,Garden,Fried Chicken Joint,Cocktail Bar,Discount Store,Boutique,Juice Bar,Southern / Soul Food Restaurant,Speakeasy,Brazilian Restaurant,Pool,Seafood Restaurant
18,2017,Beechhurst,Italian Restaurant,Pizza Place,Donut Shop,Deli / Bodega,Supermarket,Pharmacy,Bus Station,Gym / Fitness Center,Park,Japanese Restaurant,Eye Doctor,Bakery,Bank,Toy / Game Store,Martial Arts Dojo,Butcher,Optical Shop,Spa,South American Restaurant,Gym
19,2017,Bellaire,Pizza Place,Park,Bus Station,Donut Shop,Fast Food Restaurant,Deli / Bodega,Intersection,Baseball Field,Gym,Italian Restaurant,Convenience Store,Greek Restaurant,Bagel Shop,Pharmacy,Coffee Shop,Rental Car Location,Chinese Restaurant,Farmers Market,Tanning Salon,Gas Station
20,2017,Belle Harbor,Beach,Spa,Pub,Deli / Bodega,Smoke Shop,Mexican Restaurant,Event Space,Bakery,Bagel Shop,Pharmacy,Bed & Breakfast,Donut Shop,Harbor / Marina,Italian Restaurant,Food,Falafel Restaurant,Fried Chicken Joint,French Restaurant,Eye Doctor,Fountain
21,2017,Bellerose,Deli / Bodega,Mobile Phone Shop,Motel,Sandwich Place,Pizza Place,Bus Station,Grocery Store,Gym,Italian Restaurant,Chinese Restaurant,Paper / Office Supplies Store,Train,Food Truck,Pharmacy,Electronics Store,Bank,Bar,Food & Drink Shop,Massage Studio,Halal Restaurant
22,2017,Belmont,Italian Restaurant,Pizza Place,Bakery,Shoe Store,Deli / Bodega,Zoo,Latin American Restaurant,Café,Dessert Shop,Clothing Store,Fish Market,Food & Drink Shop,Pharmacy,Plaza,Spanish Restaurant,Mexican Restaurant,Bank,Diner,Liquor Store,Garden
23,2017,Bensonhurst,Bank,Pharmacy,Pizza Place,Bakery,Japanese Restaurant,Chinese Restaurant,Italian Restaurant,Mobile Phone Shop,Ice Cream Shop,Supplement Shop,Donut Shop,Sandwich Place,Bagel Shop,Sushi Restaurant,Liquor Store,Cantonese Restaurant,Dim Sum Restaurant,Coffee Shop,Supermarket,Bubble Tea Shop
24,2017,Bergen Beach,Japanese Restaurant,American Restaurant,Peruvian Restaurant,Pizza Place,Food,Stables,Baseball Field,Supermarket,Deli / Bodega,Italian Restaurant,Fountain,Filipino Restaurant,Exhibit,Fried Chicken Joint,Eye Doctor,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant
25,2017,Blissville,Donut Shop,Bakery,Deli / Bodega,Rental Car Location,Chinese Restaurant,Pizza Place,Diner,Performing Arts Venue,Coffee Shop,Discount Store,Bus Station,Intersection,Caribbean Restaurant,Skating Rink,South American Restaurant,Spa,Seafood Restaurant,Sporting Goods Shop,Sandwich Place,Burger Joint
26,2017,Bloomfield,Baseball Field,Arcade,Sporting Goods Shop,Pizza Place,Park,Clothing Store,Gymnastics Gym,Skating Rink,Grocery Store,Café,Theme Park,Boxing Gym,Sports Club,Bus Stop,Recreation Center,Bus Station,Bagel Shop,Burger Joint,Rental Service,Department Store
27,2017,Boerum Hill,Coffee Shop,Bar,Bakery,Grocery Store,Cocktail Bar,Ice Cream Shop,Bookstore,Cosmetics Shop,Vietnamese Restaurant,Gym / Fitness Center,Sushi Restaurant,Furniture / Home Store,Flower Shop,Opera House,French Restaurant,Theater,Yoga Studio,Sandwich Place,Japanese Restaurant,Performing Arts Venue
28,2017,Borough Park,Pizza Place,Pharmacy,Bank,Deli / Bodega,Kids Store,Bakery,Coffee Shop,Sandwich Place,Restaurant,Supermarket,Cheese Shop,Chinese Restaurant,Bike Shop,Park,Grocery Store,Gym,Mexican Restaurant,Food Truck,Fast Food Restaurant,Candy Store
29,2017,Breezy Point,Trail,Surf Spot,American Restaurant,Beach,Park,Fish Market,Eye Doctor,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Flower Shop,Flea Market,Event Space,Food
30,2017,Briarwood,Donut Shop,Pizza Place,Coffee Shop,Indian Restaurant,Sandwich Place,Pharmacy,Fast Food Restaurant,Bank,Diner,Liquor Store,Bus Stop,Chinese Restaurant,Latin American Restaurant,Sushi Restaurant,Supermarket,Deli / Bodega,Ice Cream Shop,Fried Chicken Joint,Pub,Bus Station
31,2017,Brighton Beach,Beach,Bakery,Restaurant,Russian Restaurant,Café,Food Truck,Grocery Store,Eastern European Restaurant,Supermarket,Mobile Phone Shop,Aquarium,Sushi Restaurant,Donut Shop,Seafood Restaurant,Gourmet Shop,Gym,Pharmacy,Park,Theater,Bank
32,2017,Broad Channel,Surf Spot,Dive Bar,Bagel Shop,Beach,Pizza Place,Playground,Chinese Restaurant,Sandwich Place,Food,Sporting Goods Shop,Metro Station,Deli / Bodega,Other Nightlife,Filipino Restaurant,Exhibit,Eye Doctor,Factory,Fried Chicken Joint,Falafel Restaurant,Farm
33,2017,Broadway Junction,Discount Store,Deli / Bodega,Fried Chicken Joint,Donut Shop,Sandwich Place,Latin American Restaurant,Supermarket,Bakery,Pizza Place,Playground,Chinese Restaurant,Diner,Bus Stop,Mexican Restaurant,Bar,Bus Station,Coffee Shop,Food,Grocery Store,Pharmacy
34,2017,Bronxdale,Pizza Place,Donut Shop,Bank,Italian Restaurant,Coffee Shop,Pharmacy,Sandwich Place,Deli / Bodega,Supermarket,Chinese Restaurant,Diner,Ice Cream Shop,Bakery,Smoke Shop,Park,Spanish Restaurant,Mexican Restaurant,Burger Joint,Gym,Grocery Store
35,2017,Brooklyn Heights,Park,Pizza Place,Coffee Shop,Yoga Studio,Italian Restaurant,Grocery Store,Middle Eastern Restaurant,Ice Cream Shop,Wine Shop,Burger Joint,Pier,Scenic Lookout,Gym,Bagel Shop,Café,History Museum,Cocktail Bar,Japanese Restaurant,Restaurant,Hotel
36,2017,Brookville,Deli / Bodega,Park,Fried Chicken Joint,Bus Stop,Gym,Clothing Store,Grocery Store,Bakery,Caribbean Restaurant,Train Station,Fast Food Restaurant,Sandwich Place,Construction & Landscaping,Donut Shop,Laundromat,Lake,Design Studio,Intersection,Recording Studio,Bus Station
37,2017,Brownsville,Discount Store,Pizza Place,Supermarket,Fried Chicken Joint,Mobile Phone Shop,Sandwich Place,Donut Shop,Pharmacy,Shoe Store,Caribbean Restaurant,Fast Food Restaurant,Spanish Restaurant,Gas Station,Cosmetics Shop,Fish Market,Plaza,Seafood Restaurant,Chinese Restaurant,Grocery Store,Gym
38,2017,Bulls Head,Baseball Field,Pizza Place,Chinese Restaurant,Sandwich Place,Deli / Bodega,Pharmacy,Italian Restaurant,Scenic Lookout,Diner,Tex-Mex Restaurant,Bank,Baseball Stadium,Coffee Shop,Mattress Store,Park,Thai Restaurant,Tattoo Parlor,Liquor Store,Gift Shop,Smoke Shop
39,2017,Bushwick,Bar,Coffee Shop,Mexican Restaurant,Cocktail Bar,Pizza Place,Deli / Bodega,Grocery Store,Music Venue,Latin American Restaurant,Dive Bar,Record Shop,Pet Store,Italian Restaurant,Taco Place,Yoga Studio,Wine Shop,Bagel Shop,Theater,Comfort Food Restaurant,Cuban Restaurant
40,2017,Butler Manor,Pool,Baseball Field,State / Provincial Park,Grocery Store,Convenience Store,Deli / Bodega,Factory,Falafel Restaurant,Farm,Fish & Chips Shop,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Eye Doctor,Film Studio,Zoo Exhibit,Flea Market,Fish Market,Event Space
41,2017,Cambria Heights,Caribbean Restaurant,Pharmacy,Cosmetics Shop,Donut Shop,Bus Station,Fast Food Restaurant,Bus Stop,Moving Target,Gas Station,Nightclub,Fried Chicken Joint,Supermarket,Storage Facility,Juice Bar,Liquor Store,Park,Chinese Restaurant,Pizza Place,Playground,Dry Cleaner
42,2017,Canarsie,Caribbean Restaurant,Pizza Place,Bank,Video Game Store,Grocery Store,Pharmacy,Food,Fast Food Restaurant,Gym,Gym / Fitness Center,Mobile Phone Shop,Chinese Restaurant,Bakery,Bagel Shop,Shop & Service,Fried Chicken Joint,Diner,Donut Shop,Deli / Bodega,Ice Cream Shop
43,2017,Carnegie Hill,Coffee Shop,Café,Bakery,Gym / Fitness Center,Yoga Studio,Pizza Place,Gym,Art Museum,Bar,Cocktail Bar,Bookstore,Wine Shop,Italian Restaurant,Juice Bar,American Restaurant,Grocery Store,Indian Restaurant,Salon / Barbershop,French Restaurant,Japanese Restaurant
44,2017,Carroll Gardens,Coffee Shop,Italian Restaurant,Bakery,Bar,Pizza Place,Ice Cream Shop,Cocktail Bar,Yoga Studio,Spa,Wine Shop,Food & Drink Shop,Gift Shop,Thai Restaurant,Wine Bar,Gym / Fitness Center,Record Shop,Sports Bar,Music Venue,French Restaurant,Gaming Cafe
45,2017,Castle Hill,Bus Stop,Diner,Supermarket,Baseball Field,Mobile Phone Shop,Pharmacy,Automotive Shop,Trail,Market,Bank,Motel,Bus Station,Other Nightlife,Gym / Fitness Center,Grocery Store,Mexican Restaurant,Clothing Store,Shopping Mall,Park,Miscellaneous Shop
46,2017,Castleton Corners,Pizza Place,Donut Shop,Liquor Store,Chinese Restaurant,Bank,Pharmacy,Sandwich Place,Ice Cream Shop,Bagel Shop,Italian Restaurant,Diner,Deli / Bodega,Sushi Restaurant,Beer Garden,Bakery,Bar,Optical Shop,Mexican Restaurant,Mini Golf,Dessert Shop
47,2017,Central Harlem,Southern / Soul Food Restaurant,Café,African Restaurant,American Restaurant,French Restaurant,Bar,Seafood Restaurant,Cocktail Bar,Pizza Place,Lounge,Sushi Restaurant,Theater,Gym,Wine Shop,Yoga Studio,Caribbean Restaurant,Indian Restaurant,Mexican Restaurant,Boutique,Arts & Crafts Store
48,2017,Charleston,Italian Restaurant,Cosmetics Shop,Bakery,Pizza Place,Coffee Shop,Gym / Fitness Center,American Restaurant,Big Box Store,Recreation Center,Diner,Grocery Store,Café,Toll Plaza,Gift Shop,German Restaurant,Breakfast Spot,Supplement Shop,Music Venue,Burger Joint,Sporting Goods Shop
49,2017,Chelsea,Art Gallery,Coffee Shop,Park,Bakery,Hotel,Gym,Baseball Field,Bar,Gym / Fitness Center,Café,Italian Restaurant,Bagel Shop,American Restaurant,Deli / Bodega,Market,Clothing Store,New American Restaurant,Roof Deck,Ice Cream Shop,Recreation Center
50,2017,Chinatown,Ice Cream Shop,Chinese Restaurant,Bakery,Sandwich Place,Coffee Shop,Cocktail Bar,Wine Bar,Café,Salon / Barbershop,Mexican Restaurant,Vegetarian / Vegan Restaurant,Bar,Pizza Place,French Restaurant,Shoe Store,Spa,Hotel,Hotpot Restaurant,Thai Restaurant,Cosmetics Shop
51,2017,City Island,Seafood Restaurant,Harbor / Marina,Italian Restaurant,Boat or Ferry,American Restaurant,Grocery Store,Thrift / Vintage Store,Bar,Deli / Bodega,Park,Baseball Field,Bank,Pizza Place,Chinese Restaurant,Pharmacy,Japanese Restaurant,History Museum,Tapas Restaurant,Jewelry Store,Music Venue
52,2017,City Line,Pizza Place,Donut Shop,Fast Food Restaurant,Chinese Restaurant,Supermarket,Grocery Store,Latin American Restaurant,Ice Cream Shop,Shoe Store,Fried Chicken Joint,Park,Bank,South American Restaurant,Burger Joint,Pharmacy,Liquor Store,Sandwich Place,Seafood Restaurant,Gas Station,Clothing Store
53,2017,Civic Center,Coffee Shop,Hotel,Cocktail Bar,American Restaurant,Spa,Gym / Fitness Center,Italian Restaurant,Men's Store,Burger Joint,Bakery,Café,Jewelry Store,French Restaurant,Chinese Restaurant,Park,Gym,Cosmetics Shop,Playground,Ice Cream Shop,Furniture / Home Store
54,2017,Claremont Village,Discount Store,Donut Shop,Grocery Store,Pizza Place,Ice Cream Shop,Fast Food Restaurant,Gym,Deli / Bodega,Caribbean Restaurant,Park,Farmers Market,Farm,Fish & Chips Shop,Falafel Restaurant,Field,Factory,Filipino Restaurant,Film Studio,Zoo Exhibit,Fish Market
55,2017,Clason Point,Pool,Discount Store,South American Restaurant,Grocery Store,Bus Stop,Gym / Fitness Center,Park,Convenience Store,Filipino Restaurant,Field,Zoo Exhibit,Fast Food Restaurant,Farm,Falafel Restaurant,Factory,Eye Doctor,Farmers Market,Fish & Chips Shop,Film Studio,Event Space
56,2017,Clifton,Sandwich Place,Pizza Place,Mexican Restaurant,Grocery Store,Beach,Pharmacy,Bar,Intersection,Italian Restaurant,Discount Store,Gym,Sri Lankan Restaurant,Miscellaneous Shop,Gastropub,Breakfast Spot,Supermarket,Department Store,Nail Salon,Storage Facility,Restaurant
57,2017,Clinton,Hotel,Wine Shop,Theater,Gym / Fitness Center,Coffee Shop,American Restaurant,Italian Restaurant,Gym,Burger Joint,Bakery,Cocktail Bar,Gift Shop,Ethiopian Restaurant,Park,Peruvian Restaurant,Furniture / Home Store,Bar,Thai Restaurant,Indie Theater,Sandwich Place
58,2017,Clinton Hill,Italian Restaurant,Pizza Place,Coffee Shop,Wine Shop,Thai Restaurant,Playground,Yoga Studio,Japanese Restaurant,Cocktail Bar,Mexican Restaurant,Restaurant,Park,Bagel Shop,Café,French Restaurant,Diner,Gourmet Shop,Indian Restaurant,History Museum,Vietnamese Restaurant
59,2017,Co-op City,Pizza Place,Department Store,Mobile Phone Shop,Shopping Mall,Pharmacy,Bus Station,Donut Shop,Bakery,Clothing Store,Fast Food Restaurant,Chinese Restaurant,Mattress Store,Kids Store,Furniture / Home Store,Music Venue,Caribbean Restaurant,Accessories Store,Discount Store,Mexican Restaurant,Deli / Bodega
60,2017,Cobble Hill,Coffee Shop,Italian Restaurant,Cocktail Bar,Bar,Bakery,Pizza Place,Yoga Studio,Wine Shop,Bookstore,Restaurant,Middle Eastern Restaurant,Gift Shop,Gourmet Shop,Men's Store,Bagel Shop,Grocery Store,Optical Shop,Seafood Restaurant,American Restaurant,Playground
61,2017,College Point,Pizza Place,Department Store,Deli / Bodega,Donut Shop,Discount Store,Gym,Bank,Karaoke Bar,Supermarket,Chinese Restaurant,Coffee Shop,Park,Latin American Restaurant,Pharmacy,Convenience Store,Bakery,Diner,Café,Big Box Store,Mexican Restaurant
62,2017,Concord,Bus Stop,Italian Restaurant,Grocery Store,Bakery,Deli / Bodega,Pizza Place,Pharmacy,Hardware Store,Indian Restaurant,Japanese Restaurant,Bank,Tattoo Parlor,Jewelry Store,Spanish Restaurant,Coffee Shop,Salon / Barbershop,Donut Shop,Gym / Fitness Center,Playground,Ice Cream Shop
63,2017,Concourse,Grocery Store,Pharmacy,Fast Food Restaurant,Chinese Restaurant,Park,Deli / Bodega,Donut Shop,Pizza Place,Gym,Bus Station,Fried Chicken Joint,Ice Cream Shop,Discount Store,Diner,Mexican Restaurant,Bar,Mobile Phone Shop,Supermarket,Restaurant,Caribbean Restaurant
64,2017,Concourse Village,Sandwich Place,Pizza Place,Deli / Bodega,Donut Shop,Grocery Store,Mexican Restaurant,Fast Food Restaurant,Park,Mobile Phone Shop,Pharmacy,Diner,Gym,Art Gallery,Supermarket,Sports Bar,Spanish Restaurant,Kids Store,Smoke Shop,Ice Cream Shop,Caribbean Restaurant
65,2017,Coney Island,Theme Park Ride / Attraction,Theme Park,Beach,Hot Dog Joint,Deli / Bodega,Pizza Place,Bus Station,Arcade,Liquor Store,Supermarket,Bar,Baseball Stadium,Fried Chicken Joint,Caribbean Restaurant,Chinese Restaurant,Ice Cream Shop,Park,Pharmacy,Gift Shop,Go Kart Track
66,2017,Corona,Food Truck,Pizza Place,Mexican Restaurant,Italian Restaurant,Science Museum,Argentinian Restaurant,Park,Restaurant,South American Restaurant,Deli / Bodega,Donut Shop,Pharmacy,Ice Cream Shop,Convenience Store,Candy Store,Latin American Restaurant,Bus Station,Museum,Basketball Court,Liquor Store
67,2017,Country Club,Sandwich Place,Italian Restaurant,Bakery,Bank,Pizza Place,Dive Bar,Donut Shop,Pharmacy,Diner,Deli / Bodega,Mexican Restaurant,Fast Food Restaurant,Track,Bar,Harbor / Marina,Bus Station,Beach,Thai Restaurant,Metro Station,Mobile Phone Shop
68,2017,Crown Heights,Café,Caribbean Restaurant,Southern / Soul Food Restaurant,Pizza Place,Coffee Shop,Deli / Bodega,Bagel Shop,Bar,Cocktail Bar,Bakery,Grocery Store,Japanese Restaurant,Playground,Museum,Fried Chicken Joint,Lounge,Supermarket,Sushi Restaurant,Juice Bar,Convenience Store
69,2017,Cypress Hills,Latin American Restaurant,Fast Food Restaurant,Grocery Store,Donut Shop,Shoe Store,Ice Cream Shop,Sandwich Place,Discount Store,Pizza Place,Chinese Restaurant,Mobile Phone Shop,Gym,Metro Station,Gym / Fitness Center,Big Box Store,Ski Area,Tennis Court,Bank,Seafood Restaurant,South American Restaurant
70,2017,Ditmas Park,Caribbean Restaurant,Mexican Restaurant,Pizza Place,Grocery Store,Bar,Coffee Shop,Indian Restaurant,Mobile Phone Shop,Thai Restaurant,Lounge,Bank,Gym,Latin American Restaurant,Wine Shop,Discount Store,Burger Joint,Health Food Store,Sandwich Place,Clothing Store,Chinese Restaurant
71,2017,Dongan Hills,Italian Restaurant,Pizza Place,Bank,Deli / Bodega,Ice Cream Shop,Sushi Restaurant,Bus Stop,Train Station,Bagel Shop,Sandwich Place,Flower Shop,Fast Food Restaurant,Donut Shop,Diner,Coffee Shop,Greek Restaurant,Mexican Restaurant,Japanese Restaurant,Bar,Mattress Store
72,2017,Douglaston,Italian Restaurant,Chinese Restaurant,Deli / Bodega,Bank,Spa,Train Station,Coffee Shop,Greek Restaurant,Japanese Restaurant,Bakery,Frozen Yogurt Shop,Park,Food,Sports Bar,Lounge,Sandwich Place,Fast Food Restaurant,Martial Arts Dojo,Farmers Market,Bubble Tea Shop
73,2017,Downtown,Coffee Shop,French Restaurant,Grocery Store,Bakery,Burger Joint,Gym / Fitness Center,Bar,Sandwich Place,Opera House,Sushi Restaurant,Cocktail Bar,Japanese Restaurant,Furniture / Home Store,Bagel Shop,Gym,Ice Cream Shop,Performing Arts Venue,Wine Shop,Theater,Pizza Place
